canonical_stable_id,canonical_channel_name,country,epg_provider,epg_id,epg_source_url,channel_number,category,subcategory,include
us:mtv2,MTV2,US,EPGShare,mtv.2.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
ca:mtv,MTV,Canada,EPGShare,mtv.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Music,Music & Entertainment,true
us:mtv-classic,MTV Classic,US,EPGShare,mtv.classic.x2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:mtv-classic-2,MTV Classic,US,EPGShare,mtv.classic.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
uk:mtv-hits,MTV Hits,UK,EPGShare,MTV.Hits.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,Music,Music,true
us:mtv-live,MTV Live,US,EPGShare,mtv.live.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
uk:mtv-music,MTV Music,UK,EPGShare,MTV.MUSIC.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,Music,Music,true
ca:muchmusic,MuchMusic,Canada,EPGShare,much.music.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Music,Music & Entertainment,true
us:music-choice,Music Choice,US,EPGShare,music.choice.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:music-choice-adult-alternative,Music Choice Adult Alternative,US,EPGShare,music.choice.adult.alternative.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:music-choice-alternative,Music Choice Alternative,US,EPGShare,music.choice.alternative.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:music-choice-dance-edm,Music Choice Dance/EDM,US,EPGShare,music.choice.edm.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
uk:mutv,MUTV,UK,EPGShare,MUTV.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Football,true
us:nasa-4k,NASA 4K,US,EPGShare,nasa.4k.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
uk:nat-geo-wild,Nat Geo Wild,UK,EPGShare,Nat.Geo.Wild.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Animals & Nature,true
za:national-geographic,National Geographic,South Africa,EPGShare,National.Geographic.Channel.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Documentary,Science & Nature,true
ca:national-geographic,National Geographic,Canada,EPGShare,national.geographic.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Documentary,Science & Nature,true
uk:national-geographic,National Geographic,UK,EPGShare,Nat.Geo.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Science & Nature,true
us:national-geographic,National Geographic,US,EPGShare,national.geographic.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:national-geographic-2,National Geographic,US,EPGShare,national.geographic.us.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:nat-geo-wild,Nat Geo WILD,US,EPGShare,national.geographic.wild.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:nato-summit-2026,Nato Summit 2026,US,EPGShare,nato.summit.2026.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:nba-summer-league-nets-vs-rockets-jul-16-nba-02,NBA Summer League Nets vs. Rockets jul 16 :NBA 02,US,EPGShare,nba.005.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:nba-summer-league-raptors-vs-heat-jul-17-nba-05,NBA Summer League Raptors vs. Heat jul 17 :NBA 05,US,EPGShare,nba.009.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:nba-summer-league-warriors-vs-knicks-jul-16-nba-04,NBA Summer League Warriors vs. Knicks jul 16 :NBA 04,US,EPGShare,nba.007.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
ca:nba-tv,NBA TV,Canada,EPGShare,nba.tv.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Basketball,true
us:nba-tv,NBA TV,US,EPGShare,nba.tv.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:nbc-news-now,NBC News NOW,US,EPGShare,nbc.news.now.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
us:nbc-sports-network,NBC Sports Network,US,EPGShare,nbc.sports.network.4.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:new-england-sports-network-plus,New England Sports Network Plus,US,EPGShare,new.england.sports.network.plus.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:new-england-sports-network,New England Sports Network,US,EPGShare,new.england.sports.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:newsmax,Newsmax,US,EPGShare,newsmax.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
us:newsnation,NewsNation,US,EPGShare,newsnation.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
ca:nfl-network,NFL Network,Canada,EPGShare,nfl.network.alt.canadian.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,American Football,true
us:nfl-network,NFL Network,US,EPGShare,nfl.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:nhl-network,NHL Network,US,EPGShare,nhl.network.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:nick-jr,Nick Jr.,UK,EPGShare,Nick.Jr..HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Kids & Teen,Kids,true
us:nick-jr,Nick Jr.,US,EPGShare,nick.jr.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Kids & Teen,Kids,true
uk:nick-jr-too,Nick Jr. Too,UK,EPGShare,Nick.Jr..Too.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Kids & Teen,Kids,true
us:nickmusic,NickMusic,US,EPGShare,nick.music.x2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:nicktoons,Nicktoons,UK,EPGShare,Nicktoons.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Kids & Teen,Kids,true
za:nickelodeon,Nickelodeon,South Africa,EPGShare,Nickelodeon.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Kids & Teen,Kids,true
us:nickelodeon,Nickelodeon,US,EPGShare,nickelodeon.usa.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Kids & Teen,Kids,true
ca:nickelodeon,Nickelodeon,Canada,EPGShare,nickelodeon.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Kids & Teen,Kids,true
uk:nickelodeon,Nickelodeon,UK,EPGShare,NickelodeonHD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Kids & Teen,Kids,true
us:nicktoons,Nicktoons,US,EPGShare,nicktoons.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Kids & Teen,Kids,true
uk:now-70s,NOW 70s,UK,EPGShare,NOW.70s.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Music,Music,true
uk:now-80s,NOW 80s,UK,EPGShare,NOW.80s.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Music,Music,true
uk:now-rock,NOW Rock,UK,EPGShare,Now.Rock.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Music,Music,true
ca:ntv,NTV,Canada,EPGShare,cjon.ntv.st.john.nl.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Free-to-Air,true
ca:oln,OLN,Canada,EPGShare,outdoor.life.network.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Lifestyle & Culture,Outdoors,true
ca:omni-1,OMNI 1,Canada,EPGShare,omni.1.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,International,Multicultural,true
ca:omni-2,OMNI 2,Canada,EPGShare,omni.2.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,International,Multicultural,true
us:one-america-news-network,One America News Network,US,EPGShare,one.america.news.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
ca:onesoccer,OneSoccer,Canada,EPGShare,one.soccer.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Football,true
us:outdoor-channel,Outdoor Channel,US,EPGShare,outdoor.channel.us.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:outside,Outside,US,EPGShare,outside.television.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:ovation,Ovation,US,EPGShare,ovation.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:own,OWN,US,EPGShare,oprah.winfrey.network.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:oxygen,Oxygen,US,EPGShare,oxygen.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:paramount-ufc-330-em-portugu-s,Paramount | UFC 330 em Português,US,EPGShare,paramount.017.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:paramount-ufc-330-en-espa-ol,Paramount | UFC 330 en Español,US,EPGShare,paramount.018.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:paramount-network,Paramount Network,US,EPGShare,paramount.network.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:paramount-network-3,Paramount Network,US,EPGShare,paramount.network.x2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:paramount-network,Paramount Network,Canada,EPGShare,paramount.network.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Entertainment,true
us:paramount-plus,Paramount+,US,EPGShare,paramount.plus.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:pbs-america,PBS America,UK,EPGShare,PBS.America.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,History & Factual,true
us:pbs-kids,PBS Kids,US,EPGShare,pbs.kids.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Kids & Teen,Kids,true
us:pixl,PixL,US,EPGShare,pixl.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:pokergo,PokerGO,US,EPGShare,poker.go.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:pop,POP,US,EPGShare,pop.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:pop,POP,UK,EPGShare,POP.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Kids & Teen,Kids,true
us:popstar,PopStar!,US,EPGShare,popstar.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
uk:premier-sports-1,Premier Sports 1,UK,EPGShare,Premier.Sports.1.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
uk:premier-sports-2,Premier Sports 2,UK,EPGShare,Premier.Sports.2.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
us:pure-flix,Pure Flix,US,EPGShare,pureflix.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:pursuit,Pursuit,US,EPGShare,pursuit.channel.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:quest,Quest,UK,EPGShare,QUEST.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Factual & Reality,true
uk:quest-red,Quest Red,UK,EPGShare,Quest.Red.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Factual & Reality,true
us:qvc,QVC,US,EPGShare,qvc.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:qvc2,QVC2,US,EPGShare,qvc2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:rally-tv,Rally TV,US,EPGShare,rally.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:really,Really,UK,EPGShare,Really.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
us:reelz,Reelz,US,EPGShare,reelzchannel.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:retro-tv,Retro TV,US,EPGShare,retro.tv.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:retroplex,RetroPlex,US,EPGShare,retroplex.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:revolt,REVOLT,US,EPGShare,revolt.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:rfd-tv,RFD-TV,US,EPGShare,rfd.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:rockies-tv,Rockies TV,US,EPGShare,rockies.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:root-sports-northwest,Root Sports Northwest,US,EPGShare,root.sports.northwest.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:rt,RT,US,EPGShare,rt.russia.today.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
uk:rt-2,RTÉ2,UK,EPGShare,RTE.Two.HD.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,International,Irish,true
uk:rt-jr,RTÉjr,UK,EPGShare,RTEjr.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,International,Irish Kids,true
uk:rt-news,RTÉ News,UK,EPGShare,RTE.News.Now.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,International,Irish News,true
uk:rt-one,RTÉ One,UK,EPGShare,RTE.One.HD.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,International,Irish,true
us:rush-by-amc,Rush by AMC,US,EPGShare,rush.amc.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
za:sabc-2,SABC 2,South Africa,EPGShare,SABC.2.HD.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,General Entertainment,Free-to-Air,true
za:sabc-3,SABC 3,South Africa,EPGShare,SABC.3.HD.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,General Entertainment,Free-to-Air,true
ca:salt-plus-light-media,Salt + Light Media,Canada,EPGShare,salt.light.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Religion,Christian,true
au:sbs-food,SBS Food,AU,EPGShare,SBSFood.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Lifestyle & Culture,Food,true
au:sbs,SBS,AU,EPGShare,SBSTV.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,General Entertainment,Entertainment,true
us:science-channel,Science Channel,US,EPGShare,science.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:screenpix,ScreenPix,US,EPGShare,screenpix.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:screenpix-action,ScreenPix Action,US,EPGShare,screenpix.action.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:screenpix-voices,ScreenPix Voices,US,EPGShare,screenpix.voices.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:screenpix-westerns,ScreenPix Westerns,US,EPGShare,screenpix.westerns.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:sec-network,SEC Network,US,EPGShare,sec.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
ca:showcase,Showcase,Canada,EPGShare,showcase.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Entertainment,true
us:showtime,SHOWTIME,US,EPGShare,showtime.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-2,SHOWTIME 2,US,EPGShare,showtime.2.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-extreme,SHOWTIME EXTREME,US,EPGShare,showtime.extreme.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-familyzone,SHOWTIME FAMILYZONE,US,EPGShare,showtime.family.zone.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-next,SHOWTIME NEXT,US,EPGShare,showtime.next.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-showcase,SHOWTIME SHOWCASE,US,EPGShare,showtime.showcase.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:showtime-women,SHOWTIME WOMEN,US,EPGShare,showtime.women.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:sho-bet,SHO×BET,US,EPGShare,shoxbet.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:sky-arts,Sky Arts,UK,EPGShare,Sky.Arts.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Lifestyle & Culture,Arts & Culture,true
uk:sky-atlantic,Sky Atlantic,UK,EPGShare,Sky.Atlantic.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Drama & Entertainment,true
uk:sky-cinema-action,Sky Cinema Action,UK,EPGShare,Sky.Action.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Action,true
uk:sky-cinema-comedy,Sky Cinema Comedy,UK,EPGShare,Sky.Cinema.Comedy.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Comedy,true
uk:sky-cinema-drama,Sky Cinema Drama,UK,EPGShare,Sky.Drama.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Drama,true
uk:sky-cinema-family,Sky Cinema Family,UK,EPGShare,Sky.Family.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Family,true
uk:sky-cinema-greats,Sky Cinema Greats,UK,EPGShare,Sky.Greats.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
uk:sky-cinema-hits,Sky Cinema Hits,UK,EPGShare,Sky.Cinema.Hits.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
uk:sky-cinema-premiere,Sky Cinema Premiere,UK,EPGShare,SkyPremiereHD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
uk:sky-cinema-sci-fi-horror,Sky Cinema Sci-Fi Horror,UK,EPGShare,Sky.Sci-Fi.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Sci-Fi & Horror,true
uk:sky-cinema-select,Sky Cinema Select,UK,EPGShare,Sky.Cinema.Select.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
uk:sky-cinema-thriller,Sky Cinema Thriller,UK,EPGShare,Sky.Thriller.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Thriller,true
uk:sky-comedy,Sky Comedy,UK,EPGShare,Sky.Comedy.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Comedy,true
uk:sky-crime,Sky Crime,UK,EPGShare,Sky.Crime.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Crime,true
uk:sky-documentaries,Sky Documentaries,UK,EPGShare,Sky.Documentaries.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Documentary / Factual,true
uk:sky-history,Sky History,UK,EPGShare,Sky.HistoryHD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,History,true
uk:sky-max,Sky Max,UK,EPGShare,Sky.One.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
uk:sky-nature,Sky Nature,UK,EPGShare,Sky.Nature.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Documentary,Nature,true
au:sky-news-australia,Sky News Australia,AU,EPGShare,SkyNewsAustralia.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,News & Business,News,true
uk:sky-replay,Sky Replay,UK,EPGShare,Sky.Replay.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
nz:sky-sport-1,Sky Sport 1,NZ,EPGShare,Sky.Sport.1.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-2,Sky Sport 2,NZ,EPGShare,Sky.Sport.2.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-3,Sky Sport 3,NZ,EPGShare,Sky.Sport.3.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-4,Sky Sport 4,NZ,EPGShare,Sky.Sport.4.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-5,Sky Sport 5,NZ,EPGShare,Sky.Sport.5.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-6,Sky Sport 6,NZ,EPGShare,Sky.Sport.6.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-7,Sky Sport 7,NZ,EPGShare,Sky.Sport.7.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-8,Sky Sport 8,NZ,EPGShare,Sky.Sport.8.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-9,Sky Sport 9,NZ,EPGShare,Sky.Sport.9.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-premier-league,Sky Sport Premier League,NZ,EPGShare,Sky.Sport.Premier.League.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
nz:sky-sport-select,Sky Sport Select,NZ,EPGShare,Sky.Sport.Select.nz,https://epgshare01.online/epgshare01/epg_ripper_NZ1.xml.gz,,Sports,Sports,true
uk:sky-sports-action,Sky Sports Action,UK,EPGShare,SkySp.ActionHD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
uk:sky-sports-arena,Sky Sports Arena,UK,EPGShare,SkySp+HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
uk:sky-sports-cricket,Sky Sports Cricket,UK,EPGShare,SkySpCricket.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Cricket,true
uk:sky-sports-f1,Sky Sports F1,UK,EPGShare,SkySp.F1.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Motorsports,true
uk:sky-sports-football,Sky Sports Football,UK,EPGShare,SkySp.Fball.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Football,true
uk:sky-sports-golf,Sky Sports Golf,UK,EPGShare,SkySp.Golf.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Golf,true
uk:sky-sports-main-event,Sky Sports Main Event,UK,EPGShare,SkySpMainEvHD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
uk:sky-sports-mix,Sky Sports Mix,UK,EPGShare,SkySp.Mix.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports,true
uk:sky-sports-news,Sky Sports News,UK,EPGShare,SkySp.News.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Sports News,true
uk:sky-sports-premier-league,Sky Sports Premier League,UK,EPGShare,SkySp.PL.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Football,true
uk:sky-sports-racing,Sky Sports Racing,UK,EPGShare,SkySp.Racing.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Horse Racing,true
uk:sky-sports-tennis,Sky Sports Tennis,UK,EPGShare,SkySp.Tennis.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Tennis,true
uk:sky-witness,Sky Witness,UK,EPGShare,Sky.Witness.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Drama & Entertainment,true
ca:slice,Slice,Canada,EPGShare,slice.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Lifestyle & Culture,Lifestyle & Reality,true
us:smithsonian-channel,Smithsonian Channel,US,EPGShare,smithsonian.channel.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:sportsnet-new-york,SportsNet New York,US,EPGShare,sny.sportsnet.new.york.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:sonlife-broadcasting-network,SonLife Broadcasting Network,US,EPGShare,sonlife.broadcasting.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Religion,Religion,true
